stop_id,stop_code,stop_name,stop_lat,stop_lon
2060,2060,Cypress St @ Occident St,27.952432,-82.525946
2061,2061,Cypress St @ Ward St,27.952458,-82.528031
2062,2062,Cypress St @ Sherrill St,27.952483,-82.530158
2063,2063,Cypress St @ O'Brien St,27.952509,-82.532081
2064,2064,Cypress St @ Frontage Rd,27.952552,-82.533995
2067,2067,Cypress St @ Sherrill St,27.952238,-82.53039
2068,2068,Cypress St @ Ward St,27.952204,-82.528699
2069,2069,Cypress St @ Occident St,27.952178,-82.526644
2071,2071,Cypress St @ Trask St,27.952145,-82.522351
2073,2073,Cypress St @ Manhattan Av,27.952103,-82.51817
2074,2074,Cypress St @ Hubert Av,27.952078,-82.516084
2075,2075,Cypress St @ Lois Av,27.952071,-82.51333
2077,2077,Cypress St @ Grady Av,27.9521,-82.50998
2078,2078,Cypress St @ Church Av,27.952117,-82.50802
2079,2079,Cypress St @ Dale Mabry Hwy,27.952093,-82.506243
2080,2080,Cypress St @ Himes Av,27.952033,-82.501829
2082,2082,Cypress St @ Glen Av,27.952034,-82.499591
2083,2083,Cypress St @ Lincoln Av,27.95199,-82.497495
2084,2084,Cypress St @ Matanzas Av,27.951964,-82.49544
2085,2085,Cypress St @ MacDill Av  Ws,27.951938,-82.493901
2086,2086,Cypress St @ MacDill Av Es,27.951938,-82.492524
2087,2087,Cypress St @ Excelda Av,27.951912,-82.490307
2088,2088,Cypress St @ Tampania Av,27.951995,-82.487209
2089,2089,Cypress St @ Armenia Av,27.952005,-82.485316
2090,2090,Cypress St @ Howard Av,27.951988,-82.48323
2091,2091,Cypress St @ Albany Av,27.951971,-82.481033
2092,2092,Cypress St @ Fremont Av,27.951944,-82.478927
2093,2093,Cypress St @ Rome Av,27.951927,-82.476902
2094,2094,Cypress St @ Oregon Av,27.9519,-82.474796
2095,2095,Cypress St @ Edison Av,27.951848,-82.46938
2096,2096,Cypress St @ Willow Av,27.951901,-82.472883
2097,2097,Manhattan Av @ Interbay Blvd,27.86632,-82.518515
2100,2100,Manhattan Av @ Rembrandt Dr,27.872598,-82.518561
2101,2101,Manhattan Av @ Mango Av,27.875669,-82.518554
2102,2102,Manhattan Av @ Bay Av,27.87913,-82.518527
2103,2103,Manhattan Av @ Iowa Av,27.880783,-82.518454
2104,2104,Manhattan Av @ Coolidge Av,27.88272,-82.518432
2105,2105,Manhattan Av @ Oklahoma Av,27.883735,-82.51843
2106,2106,Manhattan Av @ Wallace Circle,27.885136,-82.51832
2107,2107,Manhattan Av @ Pearl Av,27.88746,-82.51839
2112,2112,Manhattan Av @ Gandy Blvd,27.89451,-82.518384
2113,2113,Manhattan Av @ Aegean Dr,27.89694,-82.518311
2115,2115,Manhattan Av @ La Villa Lane,27.898443,-82.518332
2118,2118,Manhattan Av @ Bay View Av,27.904929,-82.518348
2119,2119,Manhattan Av @ Bay  Vista Av,27.907022,-82.517986
2120,2120,Manhattan Av @ Vasconia St,27.912367,-82.517829
2121,2121,Manhattan Av @ Corona St,27.91408,-82.5178
2122,2122,Manhattan Av @ San Luis St,27.915582,-82.517771
2123,2123,Manhattan Av @ Obispo St,27.91698,-82.51775
2124,2124,Manhattan Av @ San Juan St,27.91838,-82.51778
2125,2125,Manhattan Av @ Bay To Bay Blvd,27.9197,-82.517747
2126,2126,Manhattan Av @ Granada St,27.92121,-82.51771
2127,2127,Manhattan Av @ Palmira Av,27.922775,-82.517725
2134,2134,Manhattan Av @ Minnehaha St,28.008699,-82.517442
2135,2135,Manhattan Av @ Lambright St,28.007277,-82.517451
2136,2136,Manhattan Av @ North St,28.005892,-82.51746
2137,2137,Manhattan Av @ Hanna Av,28.003918,-82.517468
2139,2139,Manhattan Av @ Bay To Bay Blvd,27.919414,-82.517907
2141,2141,Manhattan Av @ Lumb Av,27.91702,-82.51796
2142,2142,Manhattan Av @ Leona St,27.915394,-82.517977
2144,2144,Manhattan Av @ Vasconia St,27.912572,-82.518018
2147,2147,Manhattan Av @ Wallcraft Av,27.903394,-82.51847
2149,2149,Manhattan Av @ Fair Oaks Av,27.900554,-82.518468
2156,2156,Manhattan Av @ Paul Av,27.891507,-82.518423
2157,2157,Manhattan Av @ Ballast Point Blvd,27.889726,-82.518437
2158,2158,Manhattan Av @ Pearl Av,27.887763,-82.518515
2159,2159,Manhattan Av @ Wallace Av,27.885335,-82.518502
2160,2160,Manhattan Av @ Oklahoma Av,27.883985,-82.518531
2161,2161,Manhattan Av @ Wyoming Av,27.882563,-82.51853
2162,2162,Manhattan Av @ Iowa Av,27.881123,-82.518569
2165,2165,Manhattan Av @ Varn Av,27.872557,-82.518707
2166,2166,Manhattan Av @ McCoy St,27.869828,-82.518635
2167,2167,Manhattan Av @ Lancaster St,27.868572,-82.518643
2168,2168,Manhattan Av @ Interbay Blvd,27.866125,-82.518669
2169,2169,Macdill Av @ Helen Av,27.868609,-82.493979
2170,2170,Macdill Av @ N Adams St,27.870548,-82.49397
2172,2172,Macdill Av @ Averill Av,27.874842,-82.493953
2173,2173,Macdill Av @ Binnicker Av,27.876744,-82.493934
2174,2174,Macdill Av @ Bay Av,27.878565,-82.493915
2175,2175,Macdill Av @ Interbay Blvd,27.879997,-82.493895
2176,2176,Macdill Av @ Wyoming Av,27.882506,-82.493846
2177,2177,Macdill Av @ Leila Av,27.884059,-82.493881
2178,2178,Macdill Av @ Tyson Av,27.885894,-82.493818
2179,2179,Macdill Av @ Puritan Av,27.887576,-82.493849
2180,2180,Macdill Av @ Ballast Point Blvd,27.889581,-82.49379
2183,2183,Macdill Av @ Gandy Blvd,27.893458,-82.493732
2184,2184,Macdill Av @ Villa Rosa Park,27.895488,-82.493743
2186,2186,Macdill Av @ Alline Av,27.897958,-82.493789
2188,2188,Macdill Av @ Lawn Av,27.901258,-82.493717
2189,2189,Macdill Av @ Wallcraft Av,27.903106,-82.493718
2193,2193,Macdill Av @ Bay Court Av,27.907028,-82.493619
2195,2195,Macdill Av @ El Prado Blvd,27.911177,-82.493592
2201,2201,Macdill Av @ Mason St,27.917478,-82.493592
2202,2202,Macdill Av @ Bay To Bay Blvd,27.920038,-82.49358
2204,2204,Macdill Av @ Barcelona St,27.921649,-82.493507
2205,2205,Macdill Av @ San Jose St,27.92308,-82.493478
2206,2206,Macdill Av @ San Miguel St,27.924417,-82.493497
2207,2207,Macdill Av @ San Isidro St,27.925805,-82.493465
2208,2208,Macdill Av @ Angeles St,27.927113,-82.493444
2209,2209,Macdill Av @ Estrella St,27.928478,-82.49336
2210,2210,Macdill Av @ Prospect Rd,27.930698,-82.4933
2211,2211,Macdill Av @ Watrous Av,27.932278,-82.493251
2213,2213,Macdill Av @ Swann Av,27.93725,-82.49325
2214,2214,Macdill Av @ Horatio St,27.939812,-82.493293
2215,2215,Macdill Av @ Azeele St,27.94064,-82.493285
2216,2216,Macdill Av @ Cleveland St,27.94336,-82.493197
2218,2218,Macdill Av @ Cleveland St,27.943089,-82.493379
2220,2220,Macdill Av @ Horatio St,27.940036,-82.493428
2221,2221,Macdill Av @ Swann Av,27.937835,-82.493416
2222,2222,Macdill Av @ Parkland Blvd,27.934556,-82.493414
2223,2223,Macdill Av @ Watrous Av,27.932573,-82.493403
2224,2224,Macdill Av @ Prospect Rd,27.930888,-82.493473
2226,2226,Macdill Av @ San Isidro St,27.925978,-82.493601
2227,2227,Macdill Av @ San Miguel St,27.924674,-82.493631
2228,2228,Macdill Av @ Palmira St,27.922663,-82.49367
2229,2229,Macdill Av @ Granada St,27.921196,-82.493689
2230,2230,Macdill Av @ Bay To Bay Blvd,27.919891,-82.493698
2231,2231,Macdill Av @ Crosstown Expwy,27.918487,-82.493738
2236,2236,Macdill Av @ El Prado Blvd,27.911684,-82.493764
2237,2237,Macdill Av @ Euclid Av,27.908822,-82.493803
2242,2242,Macdill Av @ Wallcraft Av,27.90336,-82.49389
2243,2243,Macdill Av @ Lawn Av,27.901593,-82.493899
2245,2245,Macdill Av @ Alline Av,27.898286,-82.493849
2246,2246,Macdill Av @ Oakellar Av,27.89644,-82.493875
2248,2248,Macdill Av @ Gandy Blvd,27.893863,-82.493887
2249,2249,Macdill Av @ Paul Av,27.891692,-82.493761
2250,2250,Macdill Av @ Ballast Point Blvd,27.889771,-82.493918
2251,2251,Macdill Av @ Paxton Av,27.88827,-82.49395
2252,2252,Macdill Av @ Pearl Av,27.887223,-82.493939
2253,2253,Macdill Av @ Tyson Av,27.886249,-82.49394
2255,2255,Macdill Av @ Wyoming Av,27.882705,-82.49395
2256,2256,Macdill Av @ Interbay Blvd,27.880315,-82.494011
2260,2260,Macdill Av @ Hartnett Av,27.872273,-82.494082
2261,2261,Macdill Av @ N Adams St,27.870801,-82.494142
2264,2264,Interbay Blvd @ 8015,27.86595,-82.52012
2265,2265,Interbay Blvd @ Trask St,27.865974,-82.522439
2266,2266,Interbay Blvd @ Sparkman Av,27.865975,-82.524449
2267,2267,Interbay Blvd @ Westshore Blvd,27.86601,-82.526837
2268,2268,Interbay Blvd @ Fitzgerald St,27.865861,-82.526333
2269,2269,Interbay Blvd @ Sparkman St,27.865853,-82.524654
2270,2270,Interbay Blvd @ Trask St,27.865836,-82.522732
2272,2272,Idaho St @ Kissimmee St,27.859648,-82.528483
2274,2274,Idaho St @ Sherrill St,27.859661,-82.53095
2276,2276,Idaho St @ O'Brien St,27.859676,-82.532537
2277,2277,Commerce St @ Westshore Blvd,27.865425,-82.527121
2278,2278,Henderson Blvd @ Hubert Av,27.924542,-82.516353
2281,2281,Henderson Blvd @ Sterling Av,27.935719,-82.503801
2282,2282,Henderson Blvd @ Hubert Av,27.924986,-82.51612
2283,2283,Henderson Av @ Nebraska Av,27.959653,-82.450978
2289,2289,Henderson Av @ Florida Av,27.95944,-82.459611
2297,2297,Platt St @ Westland Av,27.941808,-82.48205
2300,2300,Platt St @ Packwood Av,27.941755,-82.477697
2301,2301,Platt St @ Dakota Av,27.941719,-82.475905
2302,2302,Platt St @ Willow Av,27.941748,-82.472233
2303,2303,Platt St @ Delaware Av,27.94173,-82.470785
2304,2304,Platt St @ S Boulevard,27.941631,-82.468718
2305,2305,Platt St @ Magnolia Av,27.941596,-82.465995
2306,2306,Platt St @ Hyde Park Av,27.941596,-82.464162
2307,2307,Platt St @ Plant Av,27.941551,-82.462695
2308,2308,Platt St @ Parker St,27.94156,-82.461308
2316,2316,7th Av @ 47th St,27.960947,-82.405752
2318,2318,7th Av @ 43Rd St,27.960264,-82.409884
2320,2320,7th Av @ 40th St,27.960242,-82.413996
2321,2321,7th Av @ 39th St,27.960251,-82.415403
2322,2322,7th Av @ 38th St,27.960245,-82.417275
2326,2326,7th Av @ 31St St,27.960282,-82.425179
2327,2327,7th Av @ 27th St,27.960275,-82.429212
2329,2329,7th Av @ 26th St,27.960282,-82.430847
2330,2330,7th Av @ 24th St,27.960293,-82.43209
2331,2331,7th Av @ 23Rd St,27.960293,-82.433346
2332,2332,7th Av @ 10th St,27.960338,-82.448414
2333,2333,7th Av @ Scott St,27.960184,-82.448372
2335,2335,7th Av @ 23Rd St,27.960139,-82.433609
2336,2336,7th Av @ 24th St,27.96013,-82.432101
2337,2337,7th Av @ 25 th St,27.96013,-82.431118
2338,2338,7th Av @ 31St St,27.96013,-82.425408
2341,2341,7th Av @ 34th St,27.96012,-82.422623
2342,2342,7th Av @ 35th St,27.960111,-82.421094
2343,2343,7th Av @ 36th St,27.960111,-82.419646
2344,2344,7th Av @ 38th St,27.960092,-82.416831
2345,2345,7th Av @ 39th St,27.960101,-82.415849
2346,2346,7th Av @ 40th St,27.960091,-82.414189
2347,2347,7th Av @ 43Rd St,27.960108,-82.41025
2349,2349,7th Av @ 50th St,27.961519,-82.402766
2353,2353,14th Av Se @ 24th St Se,27.705864,-82.402461
2354,2354,14th Av Se @ 21St St Se,27.705902,-82.406318
2357,2357,14th Av Se @ 6th St Se,27.705988,-82.426781
2361,2361,14th Av Se @ 6th St Se,27.705834,-82.427144
2363,2363,14th Av Se @ 15th St Se,27.705768,-82.414798
2367,2367,18th Av @ 32nd St,27.96829,-82.424151
2368,2368,18th Av @ 31St St,27.968273,-82.425936
2369,2369,21St St @ Mallory Av,27.970226,-82.435548
2370,2370,21St St @ 19th Av,27.96886,-82.435544
2371,2371,21St St @ 17th Av,27.967633,-82.435541
2372,2372,21St St @ Columbus Dr,27.966851,-82.435604
2382,2382,21St Av @ 43Rd St,27.970455,-82.410341
2383,2383,21St Av @ 42nd St,27.970497,-82.412322
2384,2384,21St Av @ 40th St,27.970489,-82.41375
2386,2386,21St Av @ 38th St,27.970452,-82.417206
2387,2387,21St Av @ 35th St,27.970485,-82.420439
2388,2388,21St Av @ 34th St,27.970499,-82.422134
2390,2390,21St Av @ 31St St,27.970472,-82.425721
2391,2391,21St Av @ 29th St,27.970481,-82.42798
2392,2392,21St Av @ 26th St,27.970491,-82.43052
2393,2393,21St Av @ 23Rd St,27.970498,-82.43331
2394,2394,21St Av @ 22nd St,27.970506,-82.434633
2395,2395,21St Av @ 21St St,27.970524,-82.43537
2396,2396,21St Av @ 20th St,27.970519,-82.436729
2397,2397,21St Av @ 19th St,27.970524,-82.437769
2398,2398,21St Av @ 17th St,27.970533,-82.439923
2399,2399,21St Av @ 16th St,27.970525,-82.441328
2400,2400,21St Av @ 15th St,27.970546,-82.442753
2401,2401,21St Av @ Republica De Cuba,27.970552,-82.444137
2405,2405,21St Av @ 9th St,27.970536,-82.44967
2406,2406,21St Av @ 11th St,27.970446,-82.448009
2407,2407,21St Av @ 13th St,27.970437,-82.44569
2408,2408,21St Av @ Republica De Cuba,27.970437,-82.444414
2409,2409,21St Av @ 15th St,27.970374,-82.443178
2410,2410,21St Av @ 16th St,27.970392,-82.441619
2411,2411,21St Av @ 17th St,27.970383,-82.44008
2412,2412,21St Av @ 19th St,27.970383,-82.437639
2413,2413,21St Av @ Banza St,27.970374,-82.436282
2414,2414,21St Av @ 22nd St,27.970383,-82.435158
2416,2416,21St Av @ 26th St,27.970337,-82.430743
2417,2417,21St Av @ 29th St,27.970346,-82.428231
2418,2418,21St Av @ 32nd St,27.970337,-82.42412
2420,2420,21St Av @ 34th St,27.970345,-82.42255
2422,2422,21St Av @ 40th St,27.970317,-82.414793
2432,2432,Gibsonton Dr @ Oak Ridge Av,27.857193,-82.329293
2433,2433,Gibsonton Dr @ Hagadorn Rd,27.85721,-82.33489
2436,2436,Gibsonton Dr @ Vaughn St,27.849772,-82.356348
2437,2437,Gibsonton Dr @ Ray St,27.849834,-82.35831
2438,2438,Gibsonton Dr @ Linda St,27.849838,-82.361278
2439,2439,Gibsonton Dr @ Martin Rd,27.849836,-82.363883
2440,2440,Gibsonton Dr @ River Dr,27.84983,-82.366053
2441,2441,Gibsonton Dr @ Alafia St,27.849835,-82.370363
2443,2443,Gibsonton Dr @ Gloria St,27.849854,-82.372652
2444,2444,Gibsonton Dr @ Davis St,27.849855,-82.37648
2445,2445,Gibsonton Dr @ Ethel St,27.84984,-82.37872
2446,2446,Gibsonton Dr @ Massachusetts St,27.849839,-82.380541
2448,2448,Gibsonton Dr @ Gloria St,27.849659,-82.373003
2451,2451,Gibsonton Dr @ Alafia St,27.849658,-82.37093
2453,2453,Gibsonton Dr @ Vern St,27.849635,-82.366669
2455,2455,Gibsonton Dr @ Sunset Ct,27.84969,-82.36201
2457,2457,Gibsonton Dr @ Ray St,27.849649,-82.358623
2461,2461,Gibsonton Dr @ Kenda Dr,27.85694,-82.335336
2465,2465,Broadway Av @ Locicero Dr,27.966824,-82.378119
2466,2466,Broadway Av @ 68th St,27.966839,-82.379589
2468,2468,Broadway Av @ 62nd St,27.966254,-82.384122
2471,2471,Broadway Av @ 59th St,27.965256,-82.388161
2472,2472,Broadway Av @ 58th St,27.964858,-82.389772
2478,2478,Broadway Av @ 51St St,27.962414,-82.399161
2479,2479,Broadway Av @ 52nd St,27.962668,-82.398108
2481,2481,Broadway Av @ 53Rd St,27.963228,-82.39586
2484,2484,Broadway Av @ 59th St,27.965073,-82.388396
2486,2486,Broadway Av @ 61St St,27.965516,-82.386583
2487,2487,Broadway Av @ 64th St,27.966392,-82.382998
2492,2492,Broadway Av @ 73Rd St,27.966704,-82.374056
2493,2493,Lois Av @ Henderson Blvd,27.927071,-82.513997
2494,2494,Lois Av @ Estrella Av,27.928339,-82.513998
2495,2495,Lois Av @ Zelar St,27.931111,-82.51397
2496,2496,Lois Av @ Morrison Av,27.933883,-82.513942
2497,2497,Lois Av @ Inman Av,27.93573,-82.513954
2498,2498,Lois Av @ Swann Av,27.93803,-82.51404
2499,2499,Lois Av @ Dale Av,27.939344,-82.513987
2500,2500,Lois Av @ Azeele St,27.94099,-82.51402
2501,2501,Lois Av @ Cleveland St,27.942877,-82.51393
2502,2502,Lois Av @ Grace St,27.952739,-82.513808
2503,2503,Lois Av @ Arch St,27.95425,-82.513806
2504,2504,Lois Av @ Laurel St,27.955639,-82.513802
2506,2506,Lois Av @ Spruce St,27.95924,-82.513738
2508,2508,Lois Av @ Cayuga St,27.986342,-82.513461
2509,2509,Lois Av @ Osborne Av,27.988791,-82.513509
2510,2510,Lois Av @ South St,27.991378,-82.513425
2511,2511,Lois Av @ Crest Av,27.993723,-82.513387
2512,2512,Lois Av @ Crest Av,27.994176,-82.51358
2513,2513,Lois Av @ South St,27.991649,-82.513598
2514,2514,Lois Av @ Osborne Av,27.989213,-82.513616
2515,2515,Lois Av @ Cayuga St,27.986614,-82.513634
2516,2516,Lois Av @ Alva St,27.984594,-82.513662
2517,2517,Lois Av @ M L King Jr Blvd,27.981871,-82.513661
2519,2519,Lois Av @ Kentucky Av,27.97858,-82.513738
2520,2520,Lois Av @ Woodlawn Av,27.975927,-82.513776
2522,2522,Lois Av @ Spruce St,27.959034,-82.513899
2523,2523,Lois Av @ Union St,27.958422,-82.513914
2524,2524,Lois Av @ Laurel St,27.956033,-82.513907
2525,2525,Lois Av @ Arch St,27.954511,-82.513916
2526,2526,Lois Av @ Cypress St,27.952441,-82.513964
2527,2527,Lois Av @ Cleveland St,27.943176,-82.514112
2528,2528,Lois Av @ Azeele St,27.941373,-82.514121
2529,2529,Lois Av @ Dale Av,27.939462,-82.514159
2530,2530,Lois Av @ Swann Av,27.937786,-82.514188
2531,2531,Lois Av @ Culbreath Av,27.935975,-82.514146
2533,2533,Lois Av @ Zelar St,27.93131,-82.514142
2534,2534,Lois Av @ Estrella Av,27.928602,-82.51418
2535,2535,Lois Av @ Henderson Blvd,27.926672,-82.514178
2546,2546,79th St @ 78th St,27.902299,-82.368227
2547,2547,82nd St @ Dahlia Av,27.896328,-82.365247
2548,2548,82nd St @ Bahia Av,27.89775,-82.365246
2553,2553,83Rd St @ Ash St,27.899579,-82.364586
2559,2559,83Rd St @ Progress Blvd,27.899407,-82.364789
2600,2600,Chelsea St @ 29th St,27.985154,-82.427875
2601,2601,Chelsea St @ 30th St,27.984991,-82.426649
2602,2602,Fir Dr @ 79th St,27.902481,-82.368297
2604,2604,Fir Dr @ 81St St,27.90257,-82.366709
2605,2605,Fir Dr @ 83Rd St,27.903529,-82.364876
2614,2614,Harney Rd @ Hanna Av,28.002735,-82.381151
2616,2616,Harney Rd @ Hillsborough Av,27.996847,-82.384524
2619,2619,50th St @ Acline St,27.954328,-82.401663
2621,2621,50th St @ Uceta Rd,27.958217,-82.401665
2625,2625,50th St @ Sligh Av,28.011004,-82.401844
2626,2626,50th St @ Cumberland Dr,28.01373,-82.401832
2627,2627,50th St @ Kirby St,28.017889,-82.401915
2629,2629,50th St @ Busch Blvd,28.033552,-82.40157
2630,2630,50th St @ Temple Heights Rd,28.036079,-82.401549
2632,2632,50th St @ Busch Blvd,28.032885,-82.401709
2634,2634,50th St @ Puritan Rd,28.020023,-82.401961
2635,2635,50th St @ Porpoise Dr,28.017533,-82.402033
2636,2636,50th St @ Dolphin Dr,28.013766,-82.402025
2637,2637,50th St @ Sligh Av,28.010823,-82.402026
2640,2640,50th St @ Acline St,27.954626,-82.401959
2642,2642,50th St @ Adamo Dr,27.952511,-82.401861
2647,2647,Kings Av @ Bloomingdale Av,27.894388,-82.293858
2648,2648,Kings Av @ Southwood Cove,27.903482,-82.293867
2650,2650,Kings Av @ Hickory Lake Dr,27.91454,-82.29379
2655,2655,Kings Av @ Oak Park Place,27.921174,-82.294116
2656,2656,Kings Av @ Tradewind Dr,27.917895,-82.294081
2657,2657,Kings Av @ Calm Dr,27.914272,-82.294087
2658,2658,Kings Av @ Tanglewood Way,27.909987,-82.294115
2660,2660,Kings Av @ Bloomingdale Av,27.894865,-82.294151
2668,2668,Oakfield Dr @ Noland Dr,27.932954,-82.290695
2677,2677,Orient Rd @ 21St Av,27.970362,-82.372929
2678,2678,Orient Rd @ Rhode Island Dr,27.97279,-82.372948
2679,2679,Orient Rd @ M L King Jr Blvd,27.981103,-82.372949
2682,2682,Orient Rd @ King Alfred Dr,27.98316,-82.372899
2683,2683,Orient Rd @ Chelsea St,27.985062,-82.372979
2688,2688,Orient @ Draper  @ Seminole Complex,27.992359,-82.373193
2689,2689,Orient Rd @ Cayuga St @ Fairgrounds,27.987561,-82.3732
2690,2690,Orient Rd @ Chelsea St,27.985342,-82.373161
2691,2691,Orient Rd @ M L King Jr Blvd,27.98172,-82.373235
2692,2692,Orient Rd @ Delano Av,27.977853,-82.373157
2693,2693,Orient Rd @ Waycross Av,27.975978,-82.373148
2694,2694,Orient Rd @ Westinghouse Av,27.974366,-82.373129
2695,2695,Orient Rd @ Rhode Island Dr,27.972826,-82.37313
2696,2696,Orient Rd @ 21St Av,27.970535,-82.373122
2698,2698,Orient Rd @ Broadway Av Ss,27.966405,-82.373105
2699,2699,Orient Rd @ 14th Av,27.965463,-82.373095
2705,2705,Osborne Av @ 39th St,27.988831,-82.416109
2706,2706,Osborne Av @ 37th St,27.988875,-82.418181
2709,2709,Osborne Av @ Webster St,27.988694,-82.421149
2710,2710,Osborne Av @ Troy St,27.988694,-82.419741
2711,2711,Osborne Av @ 37th St,27.988712,-82.41813
2712,2712,Osborne Av @ 39th St,27.988711,-82.416439
2713,2713,Palm River Rd @ 78th St,27.941135,-82.369504
2718,2718,Palm River Rd @ 68th St,27.94115,-82.379072
2722,2722,Palm River Rd @ 50th St,27.943042,-82.40162
2724,2724,Palm River Rd @ 56th St,27.942921,-82.395303
2725,2725,Palm River Rd @ 57th St,27.943038,-82.39177
2726,2726,Palm River Rd @ 58th St,27.94301,-82.389735
2727,2727,Palm River Rd @ 66th St,27.941031,-82.381435
2729,2729,Palm River Rd @ 70th St,27.941001,-82.377315
2730,2730,Palm River Rd @ Coconut Dr,27.941028,-82.375777
2731,2731,Palm River Rd @ Turner Dr,27.941026,-82.373934
2732,2732,Palm River Rd @ 76th St,27.941035,-82.372962
2733,2733,Palm River Rd @ 78th St,27.940933,-82.369014
2734,2734,Palm Av @ 20th St,27.962525,-82.436498
2735,2735,Palm Av @ 19th St,27.962527,-82.437781
2736,2736,Palm Av @ 17th St,27.962463,-82.440297
2737,2737,Palm Av @ 15th St,27.962541,-82.442215
2738,2738,Palm Av @  Republica De Cuba,27.962549,-82.443994
2740,2740,Palm Av @ Central Av,27.962311,-82.455231
2741,2741,Palm Av @ Morgan St,27.962313,-82.457902
2742,2742,Palm Av @ Florida Av,27.96232,-82.459282
2743,2743,Palm Av @ Morgan St,27.962167,-82.458184
2744,2744,Palm Av @ Central Av,27.962149,-82.45543
2745,2745,Palm Av @ Mitchell Av,27.962177,-82.452099
2747,2747,Palm Av @ 15th St,27.962304,-82.44336
2748,2748,Palm Av @ 17th St,27.96225,-82.440636
2749,2749,Palm Av @ 19th St,27.962295,-82.438135
2750,2750,Palm Av @ 20th St,27.962277,-82.436404
2757,2757,Progress Blvd @ Us Hwy  301 F/S,27.893901,-82.340398
2759,2759,Progress Blvd @ 85th St,27.899257,-82.362922
2766,2766,Providence Rd @ Hannaway Dr,27.875041,-82.31834
2767,2767,Providence Rd @ Desoto Rd,27.876717,-82.318338
2768,2768,Providence Rd @ Hackney Dr,27.878928,-82.318345
2769,2769,Providence Rd @ Mahin Lane,27.880377,-82.318343
2770,2770,Providence Rd @ Roberts Lane,27.882189,-82.31837
2771,2771,Providence Rd @ Watson Rd,27.886636,-82.318407
2774,2774,Providence Rd @ Bloomingdale Av,27.893458,-82.318405
2775,2775,Providence Rd @ Providence Park,27.895777,-82.318422
2778,2778,Providence Rd @ Providence Ridge Bl,27.907934,-82.318425
2779,2779,Providence Rd @ Providence Lakes Bl,27.910597,-82.318441
2781,2781,Providence Rd @ Sweetridge Av,27.912573,-82.31847
2782,2782,Providence Rd @ Windingwood Av,27.92073,-82.318483
2785,2785,Providence Rd @ Providence Ridge Bl,27.907135,-82.318831
2790,2790,Providence @ Providence Bapt Church,27.897608,-82.318652
2791,2791,Providence Rd @ Providence Oaks Dr,27.896176,-82.318624
2792,2792,Providence Rd @ Bloomingdale Av Fs,27.893531,-82.318587
2793,2793,Providence Rd @ Watermark 6000,27.891026,-82.318577
2795,2795,Providence Rd @ Watson Rd,27.88653,-82.318516
2796,2796,Providence Rd @ Roberts Lane,27.882005,-82.318485
2797,2797,Providence Rd @ Mahin Lane,27.880588,-82.318454
2798,2798,Providence Rd @ Hackney Dr,27.879011,-82.318459
2799,2799,Providence Rd @ Desoto Rd,27.877261,-82.318529
2800,2800,Providence Rd @ Hannaway Dr,27.875494,-82.318522
2801,2801,Providence Rd @ Dianne Cove,27.872242,-82.318516
2803,2803,Riverview Dr @ North St,27.871725,-82.320975
2804,2804,Riverview Dr @ Capitano St,27.871738,-82.323398
2805,2805,Riverview Dr @ Us Hwy 301,27.871157,-82.326718
2811,2811,Sr 60 @ Lakeside Dr,27.937513,-82.299524
2813,2813,Brandon Blvd @ Hilltop Rd,27.937902,-82.305977
2817,2817,Sr 60 @ Grand Regency Blvd,27.938935,-82.322339
2818,2818,Sr 60 @ Falkenburg Rd,27.944655,-82.336613
2819,2819,Sr 60 @ Phillip Lee Bl (9938),27.949262,-82.34521
2820,2820,Sr 60 @ Currie Davis Dr  (Pontiac),27.949825,-82.346995
2821,2821,Sr 60 @ Ware Blvd,27.949892,-82.347483
2822,2822,Sr 60 @ Wayne Place,27.949886,-82.350358
2824,2824,Sr 60 @ Us Hwy 301,27.94939,-82.35289
2825,2825,Sr 60 @ Buick Dealer (Wayne Pl),27.94956,-82.350389
2826,2826,Sr 60 @ Ware Blvd,27.94953,-82.347503
2827,2827,Sr 60 @ Currie Davis Dr,27.949385,-82.346734
2828,2828,Sr 60 @ Burger King(Phillip Lee Bl),27.946708,-82.341604
2829,2829,Sr 60 @ Falkenburg Rd F/S,27.943459,-82.334754
2832,2832,Sr 60 @ Providence Rd,27.937498,-82.313835
2833,2833,Sr 60 @ Lakewood Dr,27.937482,-82.311226
2836,2836,Sr 60 @ Limona Rd,27.937519,-82.30409
2837,2837,Sr 60 @ Pauls Dr,27.937516,-82.302308
2839,2839,Sr 60 @ Buckingham Place,27.937491,-82.296487
2842,2842,Sr 674 @ Sheffield St,27.712566,-82.305233
2857,2857,Flowers Av @ 79th St,27.894898,-82.367595
2859,2859,Flowers Av @ 82nd St,27.894887,-82.365521
2863,2863,Us Hwy 301 @ Balm Riverview Rd,27.865568,-82.326496
2864,2864,Us Hwy 301 @ Riverview Dr,27.871499,-82.326561
2890,2890,Us Hwy 301 @ Moody Rd,27.870548,-82.326752
2893,2893,Us Hwy 41 @ 4th Av,27.715849,-82.433928
2894,2894,Us Hwy 41 @ Shell Point Rd,27.720615,-82.4339
2896,2896,Us Hwy 41 @ 7th Av,27.724041,-82.433646
2904,2904,Us Hwy 41 @ Ellsberry Rd,27.774076,-82.388569
2905,2905,Us Hwy 41 @ Big Bend Rd,27.792819,-82.384173
2907,2907,Us Hwy 41 @ Kracker Av,27.814262,-82.383902
