Count,GTFS_Stop_ID,Route,Gtfs_Lat,Gtfs_Lon,Osm_Lat,Osm_Lon,Location_Displacement,Tags_not_in_GTFS,Version_History
58,1932,4,27.937183,-82.469901,27.9371987,-82.4699065,1.8221091719063383,source=GO_Sync|bench=yes|name=Swann Av @ Edison Av|gtfs_stop_code=1932|operator=Hillsborough Area Regional Transit|route_ref=4|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=1932|shade=no|wastebasket=no|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)|version 3 = EdHillsman(changeset = 6636426)
59,1930,4,27.937192,-82.471804,27.9372344,-82.4718091,4.725434900887719,source=GO_Sync|bench=no|name=Swann Av @ Newport Av|gtfs_stop_code=1930|operator=Hillsborough Area Regional Transit|route_ref=4|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=1930|shade=trees|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)|version 3 = EdHillsman(changeset = 6631917)
60,1927,4,27.937263,-82.475509,27.937251,-82.475127,37.61948545432308,source=GO_Sync|bench=yes|name=Swann Av @ Dakota Av|gtfs_stop_code=1927|operator=Hillsborough Area Regional Transit|route_ref=4|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=1927|shade=trees|wastebasket=yes|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)|version 3 = EdHillsman(changeset = 6631917)|version 4 = EdHillsman(changeset = 6631917)
61,1905,4,27.93739,-82.474628,27.9374121,-82.474679,5.58497230681991,source=GO_Sync|bench=no|name=Swann Av @ Oregon Av|gtfs_stop_code=1905|operator=Hillsborough Area Regional Transit|route_ref=4|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=1905|shade=no|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)|version 3 = EdHillsman(changeset = 6631917)|version 4 = EdHillsman(changeset = 6631917)
62,1904,4,27.937363,-82.473626,27.9374287,-82.4736625,8.118750982972221,source=GO_Sync|bench=yes|name=Swann Av @ Orleans Av|gtfs_stop_code=1904|operator=Hillsborough Area Regional Transit|route_ref=4|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=1904|shade=no|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)|version 3 = EdHillsman(changeset = 6250732)|version 4 = EdHillsman(changeset = 6631917)|version 5 = EdHillsman(changeset = 6631917)
63,1903,4,27.937355,-82.471581,27.9374092,-82.4715853,6.021249948998531,source=GO_Sync|bench=no|name=Swann Av @ Newport Av|gtfs_stop_code=1903|operator=Hillsborough Area Regional Transit|route_ref=4|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=1903|shade=portico|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)|version 3 = EdHillsman(changeset = 6250732)|version 4 = davmoj(changeset = 8273954)
64,1902,4,27.937346,-82.470589,27.9373908,-82.4705833,4.996259777818233,source=GO_Sync|bench=yes|name=Swann Av @ Delaware Av|gtfs_stop_code=1902|operator=Hillsborough Area Regional Transit|route_ref=4|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=1902|shade=no|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)|version 3 = EdHillsman(changeset = 6250732)|version 4 = EdHillsman(changeset = 6631917)
65,5015,2,28.069298,-82.449124,28.069304,-82.4491452,2.1874442359137163,operator=Hillsborough Area Regional Transit|name=Fletcher Av @ Railroad Crossing|gtfs_stop_code=5015|highway=bus_stop|ntd_id=4041|route_ref=2|source=GO_Sync|gtfs_id=5015|,version 1 = ktran9(changeset = 5282878)|version 2 = EdHillsman(changeset = 5295548)|version 3 = ktran9(changeset = 5557830)
66,6783,16;573;16,28.002012,-82.575231,28.0027,-82.575242,76.25148470993277,operator=Hillsborough Area Regional Transit|gtfs_stop_code=6783|name=Webb Rd @ Town & Country Med Plaza|highway=bus_stop|ntd_id=4041|source=GO_Sync|route_ref=16|gtfs_id=6783|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)
67,4599,6,28.062184,-82.401855,28.0624431,-82.4016819,33.377170909201496,source=survey|bench=yes|name=50th St @ 127th Av|gtfs_stop_code=4599|operator=Hillsborough Area Regional Transit|route_ref=6|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=4599|shade=no|,version 1 = EdHillsman(changeset = 4724325)|version 2 = EdHillsman(changeset = 4743990)|version 3 = EdHillsman(changeset = 5126351)|version 4 = EdHillsman(changeset = 5278631)|version 5 = ktran9(changeset = 5282592)|version 6 = ktran9(changeset = 5282878)|version 7 = ktran9(changeset = 5557830)|version 8 = EdHillsman(changeset = 8730640)
68,4598,6,28.05849,-82.401762,28.0592351,-82.4016624,83.15079810389174,bench=yes|name=50th St @ Sun Ridge Condos|gtfs_stop_code=4598|operator=Hillsborough Area Regional Transit|route_ref=6|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=4598|note=Please add gtfs_id and operator after removing FIXME|shade=no|,version 1 = EdHillsman(changeset = 4743990)|version 2 = ktran9(changeset = 5231988)|version 3 = ktran9(changeset = 5232165)|version 4 = EdHillsman(changeset = 5236344)|version 5 = ktran9(changeset = 5236946)|version 6 = ktran9(changeset = 5238742)|version 7 = ktran9(changeset = 5257065)|version 8 = ktran9(changeset = 5257249)|version 9 = ktran9(changeset = 5257427)|version 10 = ktran9(changeset = 5257440)|version 11 = ktran9(changeset = 5282592)|version 12 = ktran9(changeset = 5282878)|version 13 = EdHillsman(changeset = 5348430)|version 14 = ktran9(changeset = 5557830)|version 15 = EdHillsman(changeset = 5927688)|version 16 = EdHillsman(changeset = 8730640)
69,4597,6,28.056281,-82.401743,28.0570823,-82.401746,88.80084848690106,source=survey|bench=yes|name=50th St @ Terrace Palms Apts 11801|gtfs_stop_code=4597|operator=Hillsborough Area Regional Transit|route_ref=6|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=4597|shade=no|,version 1 = EdHillsman(changeset = 4724325)|version 2 = ktran9(changeset = 5231988)|version 3 = ktran9(changeset = 5232165)|version 4 = ktran9(changeset = 5236946)|version 5 = ktran9(changeset = 5238742)|version 6 = ktran9(changeset = 5257065)|version 7 = ktran9(changeset = 5257249)|version 8 = ktran9(changeset = 5257427)|version 9 = ktran9(changeset = 5257440)|version 10 = ktran9(changeset = 5282592)|version 11 = ktran9(changeset = 5282878)|version 12 = EdHillsman(changeset = 5348430)|version 13 = ktran9(changeset = 5557830)|version 14 = EdHillsman(changeset = 8730640)
70,4592,6;39,28.033739,-82.393311,28.033757,-82.393311,1.994759911941454,operator=Hillsborough Area Regional Transit|name=56th St @ Temple Terrace Shops|gtfs_stop_code=4592|highway=bus_stop|ntd_id=4041|route_ref=6;39|source=GO_Sync|gtfs_id=4592|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)
71,4591,6;23;39,28.032127,-82.393322,28.032164,-82.393322,4.100338861887927,operator=Hillsborough Area Regional Transit|name=56th St @ Temple Terrace Plaza|gtfs_stop_code=4591|highway=bus_stop|ntd_id=4041|route_ref=6;23;39|source=GO_Sync|gtfs_id=4591|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)
72,4561,5,28.002667,-82.414298,28.002757,-82.414298,9.973754497206672,operator=Hillsborough Area Regional Transit|name=40th St @ Paris St|gtfs_stop_code=4561|highway=bus_stop|ntd_id=4041|route_ref=5|source=GO_Sync|gtfs_id=4561|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)
73,4559,5,28.013634,-82.414953,28.013262,-82.414984,41.337502916818835,operator=Hillsborough Area Regional Transit|name=40th St @ Flora St|gtfs_stop_code=4559|highway=bus_stop|ntd_id=4041|route_ref=5|source=GO_Sync|gtfs_id=4559|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)|version 3 = EdHillsman(changeset = 8127732)|version 4 = EdHillsman(changeset = 8211960)
74,4555,5,28.03917,-82.416439,28.0391769,-82.4164737,3.4965571760678205,operator=Hillsborough Area Regional Transit|name=Mckinley Dr @ Linebaugh Av|gtfs_stop_code=4555|highway=bus_stop|ntd_id=4041|route_ref=5|source=GO_Sync|gtfs_id=4555|,version 1 = ktran9(changeset = 5282878)|version 2 = EdHillsman(changeset = 5307676)|version 3 = ktran9(changeset = 5557830)
75,4553,5,28.050861,-82.416281,28.0509138,-82.4164844,20.835875868005985,operator=Hillsborough Area Regional Transit|name=Mckinley Dr @ D.O.T. Bldg|gtfs_stop_code=4553|highway=bus_stop|ntd_id=4041|route_ref=5|source=GO_Sync|gtfs_id=4553|,version 1 = ktran9(changeset = 5282878)|version 2 = EdHillsman(changeset = 5307676)|version 3 = ktran9(changeset = 5557830)
76,4552,5,28.053455,-82.416369,28.053456,-82.4164415,7.1285745429011085,operator=Hillsborough Area Regional Transit|name=Mckinley Dr @ Fowler Av|gtfs_stop_code=4552|highway=bus_stop|ntd_id=4041|route_ref=5|source=GO_Sync|gtfs_id=4552|,version 1 = ktran9(changeset = 5282878)|version 2 = EdHillsman(changeset = 5295548)|version 3 = EdHillsman(changeset = 5307676)|version 4 = ktran9(changeset = 5557830)
77,4550,5,28.059392,-82.419992,28.0613535,-82.4196569,219.85629420201747,source=survey|bench=no|name=Magnolia @ Medical Dr@Traffic Light;Bull Runner Bus Stop|gtfs_stop_code=4550|operator=Hillsborough Area Regional Transit|route_ref=5|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=4550|shade=no|,version 1 = ShannonLadd(changeset = 2009469)|version 2 = EdHillsman(changeset = 3920417)|version 3 = EdHillsman(changeset = 5122221)|version 4 = EdHillsman(changeset = 5238737)|version 5 = EdHillsman(changeset = 5292138)|version 6 = ktran9(changeset = 5547741)|version 7 = ktran9(changeset = 5558153)|version 8 = EdHillsman(changeset = 6679507)|version 9 = EdHillsman(changeset = 8721503)
78,4549,5,28.063897,-82.42027,28.0638191,-82.4203033,9.232721409183918,source=survey|bench=yes|name=Magnolia Dr @ Moffit Hospital|gtfs_stop_code=4549|operator=Hillsborough Area Regional Transit|route_ref=5|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=4549|note=route 5|,version 1 = EdHillsman(changeset = 3651600)|version 2 = EdHillsman(changeset = 5122221)|version 3 = EdHillsman(changeset = 5238737)|version 4 = ktran9(changeset = 5282592)|version 5 = ktran9(changeset = 5282878)|version 6 = EdHillsman(changeset = 5292138)|version 7 = ktran9(changeset = 5557830)
79,4548,5,28.064245,-82.420143,28.0643028,-82.4200456,11.519782821122686,source=survey|bench=yes|name=Magnolia Dr @ Moffit Hospital|gtfs_stop_code=4548|operator=Hillsborough Area Regional Transit|route_ref=5|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=4548|route=5|,version 1 = EdHillsman(changeset = 5122221)|version 2 = EdHillsman(changeset = 5289177)|version 3 = xybot(changeset = 5290182)|version 4 = ktran9(changeset = 5557830)
80,4547,5,28.061258,-82.419551,28.0612476,-82.4194079,14.11474926451243,source=survey|bench=yes|name=Magnolia @ Medical Dr Traffic Light;Sheltered Bull Runner Bus Stop|gtfs_stop_code=4547|surface=paved|operator=Hillsborough Area Regional Transit; USF Bull Runner|route_ref=5;E|ntd_id=4041|shelter=yes|highway=bus_stop|gtfs_id=4547|note=has Bull Runner ID 213S|,version 1 = ShannonLadd(changeset = 2009469)|version 2 = Sean Barbeau(changeset = 2100751)|version 3 = Sean Barbeau(changeset = 2100845)|version 4 = EdHillsman(changeset = 2939324)|version 5 = EdHillsman(changeset = 5122221)|version 6 = EdHillsman(changeset = 5292138)|version 7 = ktran9(changeset = 5558153)|version 8 = EdHillsman(changeset = 6679507)|version 9 = EdHillsman(changeset = 6735619)|version 10 = EdHillsman(changeset = 8721503)
81,4543,5,28.050524,-82.416144,28.050535,-82.4160767,6.728019607754056,operator=Hillsborough Area Regional Transit|name=Malcom McKinley Dr  @ D.O.T. Bldg|gtfs_stop_code=4543|highway=bus_stop|ntd_id=4041|route_ref=5|source=GO_Sync|gtfs_id=4543|,version 1 = ktran9(changeset = 5282878)|version 2 = EdHillsman(changeset = 5307676)|version 3 = ktran9(changeset = 5557830)
82,4541,5,28.033303,-82.416214,28.033566,-82.4160767,32.12077226071489,operator=Hillsborough Area Regional Transit|name=Malcom McKinley Dr @ Busch Blvd|gtfs_stop_code=4541|highway=bus_stop|ntd_id=4041|route_ref=5|source=GO_Sync|gtfs_id=4541|,version 1 = ktran9(changeset = 5282878)|version 2 = EdHillsman(changeset = 5307676)|version 3 = ktran9(changeset = 5557830)
83,4540,5,28.030532,-82.416245,28.030549,-82.416223,2.8686778008261977,operator=Hillsborough Area Regional Transit|name=40th St @ Humphrey  St|gtfs_stop_code=4540|highway=bus_stop|ntd_id=4041|route_ref=5|source=GO_Sync|gtfs_id=4540|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)
84,3455,4,27.93757,-82.46868,27.9374664,-82.4686914,11.53548338372944,source=GO_Sync|bench=yes|name=South Boulevard @ Swann Av|gtfs_stop_code=3455|operator=Hillsborough Area Regional Transit|route_ref=4|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=3455|shade=yes|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)|version 3 = EdHillsman(changeset = 6636426)
85,3453,4,27.939933,-82.468643,27.9398882,-82.4686637,5.3663944698531685,source=GO_Sync|bench=yes|name=South Boulevard @ Horatio St|gtfs_stop_code=3453|operator=Hillsborough Area Regional Transit|route_ref=4|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=3453|shade=no|wastebasket=no|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)|version 3 = EdHillsman(changeset = 6640965)
86,3452,4,27.941974,-82.468599,27.941999,-82.468651,5.8193488005759,source=GO_Sync|bench=no|name=South Boulevard @ Platt St|gtfs_stop_code=3452|operator=Hillsborough Area Regional Transit|route_ref=4|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=3452|shade=no|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)|version 3 = EdHillsman(changeset = 6250732)
87,3451,4,27.941613,-82.468485,27.9416247,-82.4684954,1.6518753331324596,source=GO_Sync|bench=yes|name=South Boulevard @ Platt St|gtfs_stop_code=3451|operator=Hillsborough Area Regional Transit|route_ref=4|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=3451|shade=no|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)|version 3 = EdHillsman(changeset = 6250732)
88,4539,5,28.014023,-82.414487,28.013724,-82.414609,35.240606613776755,operator=Hillsborough Area Regional Transit|name=40th St @ Hutton Place|gtfs_stop_code=4539|highway=bus_stop|ntd_id=4041|route_ref=5|source=GO_Sync|gtfs_id=4539|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)|version 3 = EdHillsman(changeset = 8211960)
89,4537,5,28.004052,-82.414105,28.003944,-82.414105,11.968507636149111,operator=Hillsborough Area Regional Transit|name=40th St @ Jean St|gtfs_stop_code=4537|highway=bus_stop|ntd_id=4041|route_ref=5|source=GO_Sync|gtfs_id=4537|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)
90,3447,4,27.93798,-82.4686,27.937966,-82.4685222,7.812528998393507,source=GO_Sync|bench=yes|name=South Boulevard @ Bay St|gtfs_stop_code=3447|operator=Hillsborough Area Regional Transit|route_ref=4|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=3447|shade=no|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)|version 3 = EdHillsman(changeset = 6250732)|version 4 = davmoj(changeset = 8273954)
91,3439,9;12,28.011371,-82.430315,28.0113405,-82.4303699,6.370164447043896,operator=Hillsborough Area Regional Transit|name=Rowlett Park Dr @ Sligh Av|gtfs_stop_code=3439|highway=bus_stop|ntd_id=4041|route_ref=9;12|source=GO_Sync|gtfs_id=3439|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)|version 3 = EdHillsman(changeset = 6922342)
92,3432,9;12;18,28.011227,-82.430111,28.0112292,-82.4300775,3.3037889172055888,operator=Hillsborough Area Regional Transit|name=Rowlett Park Dr @ Sligh Av|gtfs_stop_code=3432|highway=bus_stop|ntd_id=4041|route_ref=9;12;18|source=GO_Sync|gtfs_id=3432|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)|version 3 = EdHillsman(changeset = 6922342)
93,3420,45,28.001531,-82.476235,28.001824,-82.476166,33.17181582775919,operator=Hillsborough Area Regional Transit|name=Rome Av @ Burke St|gtfs_stop_code=3420|highway=bus_stop|ntd_id=4041|route_ref=45|source=GO_Sync|gtfs_id=3420|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)
94,2304,19,27.941631,-82.468718,27.9416564,-82.4686865,4.187296863534106,source=GO_Sync|bench=yes|name=Platt St @ S Boulevard|gtfs_stop_code=2304|operator=Hillsborough Area Regional Transit|route_ref=19|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=2304|shade=no|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)|version 3 = EdHillsman(changeset = 6242219)|version 4 = EdHillsman(changeset = 6250732)
95,7170,57,28.054079,-82.362292,28.0540179,-82.3623102,7.003545892265328,operator=Hillsborough Area Regional Transit|name=Fowler Av @ Morris Bridge Rd|gtfs_stop_code=7170|highway=bus_stop|ntd_id=4041|route_ref=57|source=GO_Sync|gtfs_id=7170|,version 1 = ktran9(changeset = 5282878)|version 2 = EdHillsman(changeset = 5295548)|version 3 = ktran9(changeset = 5557830)|version 4 = EdHillsman(changeset = 5755092)
96,7164,57,28.05456,-82.39289,28.054619,-82.3928503,7.614725855982203,source=survey|bench=yes|name=Fowler Av @ 56th St|gtfs_stop_code=7164|operator=Hillsborough Area Regional Transit|route_ref=57|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=7164|shade=no|route=57|,version 1 = EdHillsman(changeset = 5195390)|version 2 = EdHillsman(changeset = 5195390)|version 3 = ktran9(changeset = 5236946)|version 4 = ktran9(changeset = 5282592)|version 5 = ktran9(changeset = 5282878)|version 6 = EdHillsman(changeset = 5295548)|version 7 = EdHillsman(changeset = 5295548)|version 8 = ktran9(changeset = 5557830)
97,7163,57,28.054535,-82.389295,28.0546025,-82.3892937,7.481464075027815,source=survey|bench=yes|name=Fowler Av @ 60th St|gtfs_stop_code=7163|operator=Hillsborough Area Regional Transit|route_ref=57|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=7163|shade=trees|,version 1 = EdHillsman(changeset = 5195390)|version 2 = EdHillsman(changeset = 5195390)|version 3 = EdHillsman(changeset = 5266318)|version 4 = ktran9(changeset = 5282592)|version 5 = ktran9(changeset = 5282878)|version 6 = ktran9(changeset = 5557830)
98,7162,57,28.054563,-82.386356,28.0545931,-82.386008,34.374895729803875,bench=yes|name=Fowler Av @ Raintree Blvd|gtfs_stop_code=7162|operator=Hillsborough Area Regional Transit|route_ref=57|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=7162|shade=no|,version 1 = EdHillsman(changeset = 5195390)|version 2 = EdHillsman(changeset = 5266318)|version 3 = ktran9(changeset = 5282592)|version 4 = ktran9(changeset = 5282878)|version 5 = ktran9(changeset = 5557830)
99,7159,57,28.054495,-82.36943,28.0545551,-82.3693498,10.32120558312067,source=survey|bench=yes|name=Fowler Av @ Riverhills Dr|gtfs_stop_code=7159|operator=Hillsborough Area Regional Transit|route_ref=57|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=7159|shade=no|,version 1 = EdHillsman(changeset = 5266318)|version 2 = EdHillsman(changeset = 5266318)|version 3 = ktran9(changeset = 5282592)|version 4 = ktran9(changeset = 5282878)|version 5 = EdHillsman(changeset = 5295548)|version 6 = ktran9(changeset = 5557830)|version 7 = EdHillsman(changeset = 6782677)
100,7158,57,28.054416,-82.363019,28.0544724,-82.363043,6.680797805856384,source=survey|bench=yes|name=Fowler Av @ Morris Bridge Rd|gtfs_stop_code=7158|operator=Hillsborough Area Regional Transit|route_ref=57|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=7158|shade=no|,version 1 = EdHillsman(changeset = 5266318)|version 2 = EdHillsman(changeset = 5266318)|version 3 = ktran9(changeset = 5282592)|version 4 = ktran9(changeset = 5282878)|version 5 = ktran9(changeset = 5557830)
101,7150,57,28.053593,-82.360549,28.0536676,-82.3606231,11.018973863140673,operator=Hillsborough Area Regional Transit|name=Boardwalk @ Morris Bridge Rd|gtfs_stop_code=7150|highway=bus_stop|ntd_id=4041|route_ref=57|source=GO_Sync|gtfs_id=7150|,version 1 = ktran9(changeset = 5282878)|version 2 = EdHillsman(changeset = 5295548)|version 3 = ktran9(changeset = 5557830)|version 4 = EdHillsman(changeset = 5755092)
102,2940,9;12,27.960565,-82.446509,27.9605587,-82.4465664,5.69101183062818,operator=Hillsborough Area Regional Transit|name=Nuccio Pkwy @ 7th Av|gtfs_stop_code=2940|highway=bus_stop|ntd_id=4041|route_ref=9;12|source=GO_Sync|gtfs_id=2940|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)|version 3 = EdHillsman(changeset = 5655370)
103,7149,57,28.053424,-82.360366,28.0535256,-82.3603763,11.304788223550876,operator=Hillsborough Area Regional Transit|name=Boardwalk @ Morris Bridge Rd|gtfs_stop_code=7149|highway=bus_stop|ntd_id=4041|route_ref=57|source=GO_Sync|gtfs_id=7149|,version 1 = ktran9(changeset = 5282878)|version 2 = EdHillsman(changeset = 5295548)|version 3 = ktran9(changeset = 5557830)|version 4 = EdHillsman(changeset = 5755092)
104,7137,15,27.963437,-82.515942,27.9634299,-82.5159928,5.060016190010217,operator=Hillsborough Area Regional Transit|name=Boy Scout Blvd @ Lois Av|gtfs_stop_code=7137|highway=bus_stop|ntd_id=4041|route_ref=15|source=GO_Sync|gtfs_id=7137|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)|version 3 = Firefishy(changeset = 7242257)
105,0715,1;33,28.06986,-82.434677,28.069661,-82.434677,22.053294728595628,operator=Hillsborough Area Regional Transit|name=22nd St @ Fletcher Av|gtfs_stop_code=715|highway=bus_stop|ntd_id=4041|route_ref=1;33|source=GO_Sync|gtfs_id=0715|,version 1 = ktran9(changeset = 5282878)|version 2 = EdHillsman(changeset = 5295548)|version 3 = ktran9(changeset = 5557830)
106,7763,572,28.075018,-82.506645,N/A,N/A,N/A,N/A,N/A
107,7762,573,28.021526,-82.601759,N/A,N/A,N/A,N/A,N/A
108,7761,573,28.016814,-82.615337,N/A,N/A,N/A,N/A,N/A
109,7760,573,28.013982,-82.613386,N/A,N/A,N/A,N/A,N/A
110,7759,573,28.004876,-82.599154,N/A,N/A,N/A,N/A,N/A
111,7758,573,27.998597,-82.589427,N/A,N/A,N/A,N/A,N/A
112,7757,573,28.013158,-82.569656,N/A,N/A,N/A,N/A,N/A
113,7756,573,28.013136,-82.565461,N/A,N/A,N/A,N/A,N/A
114,7755,24;27,27.85363,-82.31568,N/A,N/A,N/A,N/A,N/A
115,7754,41,28.003463,-82.413477,N/A,N/A,N/A,N/A,N/A
116,7753,12,27.980889,-82.434874,N/A,N/A,N/A,N/A,N/A
117,7752,7,28.010773,-82.528488,N/A,N/A,N/A,N/A,N/A
118,7751,4;19,27.942957,-82.454019,N/A,N/A,N/A,N/A,N/A
119,7750,7,28.010686,-82.524364,N/A,N/A,N/A,N/A,N/A
120,4488,2,28.069154,-82.440341,28.0690879,-82.4401345,21.580045776697805,source=survey|bench=yes|name=Fletcher Av @ Winward Dr|gtfs_stop_code=4488|operator=Hillsborough Area Regional Transit|route_ref=2|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=4488|shade=trees|route=2|,version 1 = EdHillsman(changeset = 5252803)|version 2 = ktran9(changeset = 5282592)|version 3 = ktran9(changeset = 5282878)|version 4 = ktran9(changeset = 5557830)
121,4487,2,28.069165,-82.445602,28.0691019,-82.4456052,6.999848939437297,operator=Hillsborough Area Regional Transit|name=Fletcher Av @ Cecelia St|gtfs_stop_code=4487|highway=bus_stop|ntd_id=4041|route_ref=2|source=GO_Sync|gtfs_id=4487|,version 1 = ktran9(changeset = 5282878)|version 2 = EdHillsman(changeset = 5305458)|version 3 = ktran9(changeset = 5557830)|version 4 = EdHillsman(changeset = 5927688)
122,4486,2,28.069175,-82.44749,28.0691089,-82.4474935,7.3333143510415075,operator=Hillsborough Area Regional Transit|name=Fletcher Av @ 12th St|gtfs_stop_code=4486|highway=bus_stop|ntd_id=4041|route_ref=2|source=GO_Sync|gtfs_id=4486|,version 1 = ktran9(changeset = 5282878)|version 2 = EdHillsman(changeset = 5295548)|version 3 = EdHillsman(changeset = 5305458)|version 4 = ktran9(changeset = 5557830)
123,7749,7,28.010849,-82.524303,N/A,N/A,N/A,N/A,N/A
124,7748,6;39,28.026377,-82.393588,N/A,N/A,N/A,N/A,N/A
125,7747,6;39,28.02961,-82.393323,N/A,N/A,N/A,N/A,N/A
126,7746,6;39,28.027536,-82.393304,N/A,N/A,N/A,N/A,N/A
127,7745,6,28.013992,-82.401842,N/A,N/A,N/A,N/A,N/A
128,7744,53,27.846024,-82.326966,N/A,N/A,N/A,N/A,N/A
129,7743,53,27.846748,-82.326773,N/A,N/A,N/A,N/A,N/A
130,7742,53,27.834257,-82.328943,N/A,N/A,N/A,N/A,N/A
131,7741,573,28.04432,-82.582322,N/A,N/A,N/A,N/A,N/A
132,7740,19;36,27.92406,-82.505796,N/A,N/A,N/A,N/A,N/A
133,5564,37;57,27.981325,-82.378866,27.981325,-82.380031,114.61132360259239,operator=Hillsborough Area Regional Transit|name=M L King Jr Blvd @ Corporex  Dr|gtfs_stop_code=5564|highway=bus_stop|ntd_id=4041|route_ref=37;57|source=GO_Sync|gtfs_id=5564|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)
134,7739,31;53,27.857674,-82.326455,N/A,N/A,N/A,N/A,N/A
135,7738,5,28.005556,-82.413892,N/A,N/A,N/A,N/A,N/A
136,7737,20,28.173207,-82.471804,N/A,N/A,N/A,N/A,N/A
137,7736,14;30;96;97,27.945166,-82.457492,N/A,N/A,N/A,N/A,N/A
138,7735,53,27.83615,-82.328405,N/A,N/A,N/A,N/A,N/A
139,7734,53,27.811754,-82.333066,N/A,N/A,N/A,N/A,N/A
140,7733,5,28.001028,-82.414278,N/A,N/A,N/A,N/A,N/A
141,7732,53,27.813883,-82.332487,N/A,N/A,N/A,N/A,N/A
142,7731,53,27.769331,-82.33519,N/A,N/A,N/A,N/A,N/A
143,7730,53,27.770545,-82.334996,N/A,N/A,N/A,N/A,N/A
144,6645,18,28.066832,-82.420449,28.0668565,-82.4203244,12.545639176336957,source=survey|bench=yes|name=Magnolia Dr @ Holly Dr|gtfs_stop_code=6645|operator=Hillsborough Area Regional Transit;USF Bull Runner|route_ref=18|ntd_id=4041|shelter=yes|highway=bus_stop|gtfs_id=6645|shade=roof|,version 1 = EdHillsman(changeset = 3755788)|version 2 = EdHillsman(changeset = 3755788)|version 3 = EdHillsman(changeset = 4770999)|version 4 = EdHillsman(changeset = 5863072)
145,7729,4,27.939919,-82.468515,N/A,N/A,N/A,N/A,N/A
146,7728,97,27.946615,-82.459173,N/A,N/A,N/A,N/A,N/A
147,7727,89;574,27.911585,-82.493582,N/A,N/A,N/A,N/A,N/A
148,7726,10,27.951944,-82.47837,N/A,N/A,N/A,N/A,N/A
149,7725,10,27.951979,-82.482622,N/A,N/A,N/A,N/A,N/A
