stop_id,stop_name,stop_lat,stop_lon
1039650982,xybot,26.1225,-80.171944
1039698512,xybot,26.031717,-80.167774
1039636044,xybot,25.94815,-80.33531
1039638736,xybot,25.946134,-80.335175
1039638773,xybot,25.946777,-80.342403
1039661631,xybot,25.948096,-80.337698
1039623083,xybot,25.942437,-80.340481
1039636287,xybot,25.942442,-80.333349
1039636292,xybot,25.942452,-80.334783
1039638535,xybot,25.942244,-80.333704
1039638731,xybot,25.942715,-80.334413
1039645291,xybot,25.943034,-80.342246
1039657748,xybot,25.944087,-80.342277
1039638728,xybot,25.938613,-80.335003
1039638740,xybot,25.938699,-80.33487
1039661484,xybot,25.935379,-80.335033
1039661647,xybot,25.93569,-80.335185
1039638716,xybot,25.92801,-80.333722
1039638719,xybot,25.933214,-80.334659
1039638752,xybot,25.932975,-80.334483
1039639533,xybot,25.971917,-80.24388
1039639560,xybot,25.972132,-80.23487
1039651322,xybot,25.972038,-80.239142
1039696805,xybot,25.971933,-80.234651
1039696887,xybot,25.971724,-80.243958
1039639564,xybot,25.972466,-80.225547
1039639570,xybot,25.972403,-80.219381
1039700542,xybot,25.972215,-80.219312
1039623052,xybot,25.972754,-80.206896
1039623709,xybot,25.972708,-80.205192
1039639515,xybot,25.972595,-80.210906
1039639523,xybot,25.972877,-80.204831
1039639531,xybot,25.972997,-80.201357
1039700572,xybot,25.972407,-80.210478
1039700579,xybot,25.972754,-80.20389
1039642007,xybot,25.972122,-80.198082
1039634939,xybot,25.95549,-80.291149
1039634945,xybot,25.956311,-80.292313
1039635131,xybot,25.956641,-80.292527
1039634952,xybot,25.953238,-80.29962
1039634977,xybot,25.952151,-80.30247
1039634984,xybot,25.950364,-80.306829
1039635163,xybot,25.951102,-80.305419
1039635173,xybot,25.952282,-80.302605
1039635176,xybot,25.953407,-80.299614
1039635137,xybot,25.955178,-80.290448
1039635184,xybot,25.953508,-80.295183
1039640525,xybot,25.954044,-80.294289
1039693708,xybot,25.966599,-80.267983
1039693823,xybot,25.966623,-80.26766
1039697057,xybot,25.968755,-80.267421
1039688573,xybot,25.961107,-80.277472
1039644234,xybot,25.967674,-80.262416
1039648213,xybot,25.967736,-80.261953
1039696999,xybot,25.96779,-80.259862
1039697028,xybot,25.969022,-80.263051
1039697044,xybot,25.968947,-80.265473
1039697088,xybot,25.969178,-80.262847
1039697358,xybot,25.96779,-80.256584
1039697473,xybot,25.967758,-80.258133
1039697495,xybot,25.967722,-80.259725
1039655209,xybot,25.967883,-80.246874
1039673077,xybot,25.967428,-80.254328
1039673840,xybot,25.96742,-80.246567
1039696950,xybot,25.96814,-80.247232
1039696972,xybot,25.968093,-80.249033
1039697183,xybot,25.967963,-80.251475
1039697336,xybot,25.967842,-80.254748
1039693391,xybot,25.960888,-80.262307
1039693417,xybot,25.963532,-80.262386
1039693425,xybot,25.966052,-80.262467
1039693434,xybot,25.960929,-80.262132
1039693440,xybot,25.962518,-80.26218
1039693472,xybot,25.964351,-80.262233
1039693484,xybot,25.966148,-80.262278
1039697422,xybot,25.964474,-80.265331
1039697442,xybot,25.964428,-80.26495
1039697451,xybot,25.964133,-80.262732
1039700724,xybot,25.964127,-80.261915
1039700737,xybot,25.964227,-80.258797
1039700747,xybot,25.964275,-80.256806
1039648218,xybot,25.964531,-80.248168
1039673047,xybot,25.965535,-80.25428
1039673800,xybot,25.963716,-80.246755
1039673816,xybot,25.965007,-80.246479
1039700628,xybot,25.964484,-80.249889
1039700754,xybot,25.964372,-80.253807
1039643898,xybot,25.957606,-80.278368
1039643930,xybot,25.960313,-80.27847
